itinerary_id,cabin_class,stop_count,duration_in_hours,one_way_price_candollar,marketing_airline,operating_airline
18467-2504151720--32573-0-10968-2504152000,business,0,3.67,649,American Airlines,American Airlines
18467-2504150645--32573-0-10968-2504150929,business,0,3.73,527,American Airlines,American Airlines
18467-2504151329--32573-0-10968-2504151614,business,0,3.75,527,American Airlines,Envoy Air
18467-2504151940--31722-0-10968-2504152214,first,0,3.57,596,United Airlines,Air Canada
18467-2504151400--31722-0-10968-2504151634,first,0,3.57,1049,United Airlines,Air Canada
18467-2504151514--32573-1-10968-2504151916,first,1,1.92,549,American Airlines,Envoy Air
18467-2504151514--32573-1-10968-2504151916,first,1,2.52,549,American Airlines,American Airlines
18467-2504150630--32573-1-10968-2504151056,first,1,1.92,549,American Airlines,Envoy Air
18467-2504150630--32573-1-10968-2504151056,first,1,2.68,549,American Airlines,American Airlines
18467-2504151315--32573-1-10968-2504151756,first,1,1.92,549,American Airlines,Envoy Air
18467-2504151315--32573-1-10968-2504151756,first,1,2.63,549,American Airlines,American Airlines
18467-2504151135--32573-1-10968-2504151756,first,1,1.92,549,American Airlines,Envoy Air
18467-2504151135--32573-1-10968-2504151756,first,1,2.63,549,American Airlines,American Airlines
18467-2504161940--31722-0-10968-2504162214,economy,0,3.57,398,United Airlines,Air Canada
18467-2504161400--31722-0-10968-2504161634,economy,0,3.57,575,United Airlines,Air Canada
18467-2504161324--32385-1-10910-2504161751,economy,1,2.27,440,Delta Air Lines,Delta Air Lines
18467-2504160900--31722-1-10968-2504161332,economy,1,2.02,420,United Airlines,United Airlines
18467-2504160900--31722-1-10968-2504161332,economy,1,2.78,420,United Airlines,United Airlines
18467-2504161100--31722-1-10968-2504161602,economy,1,2.05,420,United Airlines,SkyWest Airlines
18467-2504161100--31722-1-10968-2504161602,economy,1,2.78,420,United Airlines,United Airlines
18467-2504161324--32385-1-10910-2504161751,premium_economy,1,2.27,608,Delta Air Lines,Delta Air Lines
18467-2504161134--32385-1-10968-2504161634,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2504161134--32385-1-10968-2504161634,premium_economy,1,2.35,608,Delta Air Lines,Delta Air Lines
18467-2504161720--32573-0-10968-2504162000,business,0,3.67,527,American Airlines,American Airlines
18467-2504160645--32573-0-10968-2504160929,business,0,3.73,527,American Airlines,American Airlines
18467-2504161329--32573-0-10968-2504161614,business,0,3.75,527,American Airlines,Envoy Air
18467-2504161940--31722-0-10968-2504162214,first,0,3.57,596,United Airlines,Air Canada
18467-2504161400--31722-0-10968-2504161634,first,0,3.57,708,United Airlines,Air Canada
18467-2504161820--32573-1-10968-2504162326,first,1,1.92,549,American Airlines,Envoy Air
18467-2504161820--32573-1-10968-2504162326,first,1,2.85,549,American Airlines,American Airlines
18467-2504161514--32573-1-10968-2504162131,first,1,1.92,549,American Airlines,Envoy Air
18467-2504161514--32573-1-10968-2504162131,first,1,2.77,549,American Airlines,American Airlines
18467-2504160630--32573-1-10968-2504161256,first,1,1.92,549,American Airlines,Envoy Air
18467-2504160630--32573-1-10968-2504161256,first,1,2.68,549,American Airlines,American Airlines
18467-2504161315--32573-1-10968-2504162131,first,1,1.92,549,American Airlines,Envoy Air
18467-2504161315--32573-1-10968-2504162131,first,1,2.77,549,American Airlines,American Airlines
"18390-2504170700--31954,-31825-2-10968-2504171642",economy,2,0.98,363,Porter Airlines,Porter Airlines Inc
"18390-2504170745--31954,-31825-2-10968-2504172316",economy,2,2.52,334,Spirit Airlines,Spirit Airlines
"18390-2504170645--31954,-31825-2-10968-2504172316",economy,2,2.52,312,Spirit Airlines,Spirit Airlines
18467-2504171324--32385-1-10910-2504171751,premium_economy,1,2.27,860,Delta Air Lines,Delta Air Lines
18467-2504171134--32385-1-10968-2504171634,premium_economy,1,2.25,808,Delta Air Lines,Delta Air Lines
18467-2504171134--32385-1-10968-2504171634,premium_economy,1,2.35,808,Delta Air Lines,Delta Air Lines
18467-2504171324--32385-1-10968-2504171835,premium_economy,1,2.27,808,Delta Air Lines,Delta Air Lines
18467-2504171324--32385-1-10968-2504171835,premium_economy,1,2.33,808,Delta Air Lines,Delta Air Lines
18467-2504171720--32573-0-10968-2504172000,business,0,3.67,527,American Airlines,American Airlines
18467-2504170645--32573-0-10968-2504170929,business,0,3.73,649,American Airlines,American Airlines
18467-2504171329--32573-0-10968-2504171614,business,0,3.75,593,American Airlines,Envoy Air
18467-2504171400--31722-0-10968-2504171634,first,0,3.57,1049,United Airlines,Air Canada
18467-2504171940--31722-0-10968-2504172214,first,0,3.57,1558,United Airlines,Air Canada
18467-2504170630--32573-1-10968-2504171056,first,1,1.92,576,American Airlines,Envoy Air
18467-2504170630--32573-1-10968-2504171056,first,1,2.68,576,American Airlines,American Airlines
18467-2504170900--31722-1-10968-2504171332,first,1,2.02,825,United Airlines,United Airlines
18467-2504170900--31722-1-10968-2504171332,first,1,2.78,825,United Airlines,United Airlines
18467-2504170800--31722-1-10968-2504171332,first,1,1.92,729,United Airlines,Jazz Aviation
18467-2504170800--31722-1-10968-2504171332,first,1,2.78,729,United Airlines,United Airlines
18467-2504181324--31679-1-10910-2504181751,economy,1,2.27,489,Westjet,Delta Air Lines
18467-2504181324--32385-1-10910-2504181751,economy,1,2.27,677,Delta Air Lines,Delta Air Lines
18467-2504181134--31679-1-10968-2504181634,economy,1,2.25,457,Westjet,Delta Air Lines
18467-2504181134--31679-1-10968-2504181634,economy,1,2.35,457,Westjet,Delta Air Lines
18467-2504181559--32385-2-10968-2504182356,economy,2,2.38,413,Delta Air Lines,Delta Air Lines
18467-2504181324--32385-1-10910-2504181751,premium_economy,1,2.27,808,Delta Air Lines,Delta Air Lines
18467-2504181134--32385-1-10968-2504181634,premium_economy,1,2.25,808,Delta Air Lines,Delta Air Lines
18467-2504181134--32385-1-10968-2504181634,premium_economy,1,2.35,808,Delta Air Lines,Delta Air Lines
18467-2504181559--32385-2-10968-2504182356,premium_economy,2,2.38,581,Delta Air Lines,Delta Air Lines
18467-2504181720--32573-0-10968-2504182000,business,0,3.67,527,American Airlines,American Airlines
18467-2504180645--32573-0-10968-2504180929,business,0,3.73,788,American Airlines,American Airlines
18467-2504181329--32573-0-10968-2504181614,business,0,3.75,593,American Airlines,Envoy Air
18467-2504181400--31722-0-10968-2504181634,first,0,3.57,1049,United Airlines,Air Canada
18467-2504180630--32573-1-10968-2504181056,first,1,1.92,670,American Airlines,Envoy Air
18467-2504180630--32573-1-10968-2504181056,first,1,2.68,670,American Airlines,American Airlines
18467-2504180900--31722-1-10968-2504181332,first,1,2.02,739,United Airlines,United Airlines
18467-2504180900--31722-1-10968-2504181332,first,1,2.78,739,United Airlines,United Airlines
18467-2504181100--31722-1-10968-2504181602,first,1,2.05,618,United Airlines,SkyWest Airlines
18467-2504181100--31722-1-10968-2504181602,first,1,2.78,618,United Airlines,United Airlines
"18390-2504191430--31954,-31825-3-10968-2504200718",economy,3,0.98,350,Porter Airlines,Porter Airlines Inc
18467-2504191324--32385-1-10910-2504191751,premium_economy,1,2.27,581,Delta Air Lines,Delta Air Lines
18467-2504190615--32385-1-10910-2504191105,premium_economy,1,2.52,581,Delta Air Lines,Delta Air Lines
18467-2504190745--32385-1-10968-2504191253,premium_economy,1,2.4,581,Delta Air Lines,Delta Air Lines
18467-2504190745--32385-1-10968-2504191253,premium_economy,1,2.35,581,Delta Air Lines,Delta Air Lines
18467-2504191134--32385-1-10968-2504191646,premium_economy,1,2.25,581,Delta Air Lines,Delta Air Lines
18467-2504191134--32385-1-10968-2504191646,premium_economy,1,2.35,581,Delta Air Lines,Delta Air Lines
18467-2504191720--32573-0-10968-2504192000,business,0,3.67,527,American Airlines,American Airlines
18467-2504190645--32573-0-10968-2504190929,business,0,3.73,527,American Airlines,American Airlines
18467-2504191329--32573-0-10968-2504191614,business,0,3.75,527,American Airlines,Envoy Air
18467-2504191400--31722-0-10968-2504191634,first,0,3.57,596,United Airlines,Air Canada
18467-2504191940--31722-0-10968-2504192214,first,0,3.57,1558,United Airlines,Air Canada
18467-2504191514--32573-1-10968-2504191916,first,1,1.92,549,American Airlines,Envoy Air
18467-2504191514--32573-1-10968-2504191916,first,1,2.52,549,American Airlines,American Airlines
18467-2504190630--32573-1-10968-2504191056,first,1,1.92,549,American Airlines,Envoy Air
18467-2504190630--32573-1-10968-2504191056,first,1,2.68,549,American Airlines,American Airlines
18467-2504191315--32573-1-10968-2504191756,first,1,1.92,549,American Airlines,Envoy Air
18467-2504191315--32573-1-10968-2504191756,first,1,2.63,549,American Airlines,American Airlines
18467-2504190615--32385-1-10910-2504191105,first,1,2.52,770,Delta Air Lines,Delta Air Lines
18467-2504191135--32573-1-10968-2504191756,first,1,1.92,549,American Airlines,Envoy Air
18467-2504191135--32573-1-10968-2504191756,first,1,2.63,549,American Airlines,American Airlines
18467-2504201720--32573-0-10968-2504202000,economy,0,3.67,398,American Airlines,American Airlines
18467-2504200645--32573-0-10968-2504200929,economy,0,3.73,398,American Airlines,American Airlines
18467-2504201329--32573-0-10968-2504201614,economy,0,3.75,519,American Airlines,Envoy Air
18467-2504200945--32385-2-10968-2504201835,economy,2,2.33,413,Delta Air Lines,Delta Air Lines
18467-2504201324--32385-1-10910-2504201751,premium_economy,1,2.27,808,Delta Air Lines,Delta Air Lines
18467-2504201134--32385-1-10968-2504201634,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2504201134--32385-1-10968-2504201634,premium_economy,1,2.35,608,Delta Air Lines,Delta Air Lines
18467-2504201720--32573-0-10968-2504202000,business,0,3.67,527,American Airlines,American Airlines
18467-2504200645--32573-0-10968-2504200929,business,0,3.73,649,American Airlines,American Airlines
18467-2504201329--32573-0-10968-2504201614,business,0,3.75,788,American Airlines,Envoy Air
18467-2504201400--31722-0-10968-2504201634,first,0,3.57,596,United Airlines,Air Canada
18467-2504201940--31722-0-10968-2504202214,first,0,3.57,596,United Airlines,Air Canada
18467-2504201514--32573-1-10968-2504201916,first,1,1.92,809,American Airlines,Envoy Air
18467-2504201514--32573-1-10968-2504201916,first,1,2.52,809,American Airlines,American Airlines
18467-2504200900--31722-1-10968-2504201327,first,1,2.02,618,United Airlines,United Airlines
18467-2504200900--31722-1-10968-2504201327,first,1,2.78,618,United Airlines,United Airlines
18467-2504211720--32573-0-10968-2504212000,economy,0,3.67,398,American Airlines,American Airlines
18467-2504210645--32573-0-10968-2504210929,economy,0,3.73,398,American Airlines,American Airlines
18467-2504211329--32573-0-10968-2504211614,economy,0,3.75,464,American Airlines,Envoy Air
18467-2504211135--32573-1-10968-2504211916,economy,1,1.92,404,American Airlines,Envoy Air
18467-2504211135--32573-1-10968-2504211916,economy,1,2.52,404,American Airlines,American Airlines
18467-2504211514--32573-1-10968-2504212326,economy,1,1.92,404,American Airlines,Envoy Air
18467-2504211514--32573-1-10968-2504212326,economy,1,2.85,404,American Airlines,American Airlines
18467-2504211324--32385-1-10910-2504211751,premium_economy,1,2.27,661,Delta Air Lines,Delta Air Lines
18467-2504211324--32385-1-10968-2504211835,premium_economy,1,2.27,661,Delta Air Lines,Delta Air Lines
18467-2504211324--32385-1-10968-2504211835,premium_economy,1,2.33,661,Delta Air Lines,Delta Air Lines
18467-2504211720--32573-0-10968-2504212000,business,0,3.67,527,American Airlines,American Airlines
18467-2504210645--32573-0-10968-2504210929,business,0,3.73,649,American Airlines,American Airlines
18467-2504211329--32573-0-10968-2504211614,business,0,3.75,593,American Airlines,Envoy Air
18467-2504211940--31722-0-10968-2504212214,first,0,3.57,596,United Airlines,Air Canada
18467-2504211400--31722-0-10968-2504211634,first,0,3.57,827,United Airlines,Air Canada
18467-2504211514--32573-1-10968-2504211916,first,1,1.92,809,American Airlines,Envoy Air
18467-2504211514--32573-1-10968-2504211916,first,1,2.52,809,American Airlines,American Airlines
18467-2504211135--32573-1-10968-2504211756,first,1,1.92,670,American Airlines,Envoy Air
18467-2504211135--32573-1-10968-2504211756,first,1,2.63,670,American Airlines,American Airlines
"18390-2504220700--31954,-31825-2-10968-2504221642",economy,2,0.98,253,Porter Airlines,Porter Airlines Inc
"18390-2504220745--31954,-31825-2-10968-2504222316",economy,2,2.52,263,Spirit Airlines,Spirit Airlines
"18390-2504220645--31954,-31825-2-10968-2504222316",economy,2,2.52,263,Spirit Airlines,Spirit Airlines
18467-2504221324--32385-1-10910-2504221751,premium_economy,1,2.27,581,Delta Air Lines,Delta Air Lines
18467-2504220615--32385-1-10910-2504221105,premium_economy,1,2.52,608,Delta Air Lines,Delta Air Lines
18467-2504221134--32385-1-10968-2504221634,premium_economy,1,2.25,581,Delta Air Lines,Delta Air Lines
18467-2504221134--32385-1-10968-2504221634,premium_economy,1,2.35,581,Delta Air Lines,Delta Air Lines
18467-2504220745--32385-1-10968-2504221253,premium_economy,1,2.38,581,Delta Air Lines,Delta Air Lines
18467-2504220745--32385-1-10968-2504221253,premium_economy,1,2.35,581,Delta Air Lines,Delta Air Lines
18467-2504221720--32573-0-10968-2504222000,business,0,3.67,649,American Airlines,American Airlines
18467-2504220645--32573-0-10968-2504220929,business,0,3.73,527,American Airlines,American Airlines
18467-2504221329--32573-0-10968-2504221614,business,0,3.75,649,American Airlines,Envoy Air
18467-2504221940--31722-0-10968-2504222214,first,0,3.57,596,United Airlines,Air Canada
18467-2504221400--31722-0-10968-2504221634,first,0,3.57,827,United Airlines,Air Canada
18467-2504221820--32573-1-10968-2504222326,first,1,1.92,549,American Airlines,Envoy Air
18467-2504221820--32573-1-10968-2504222326,first,1,2.85,549,American Airlines,American Airlines
18467-2504221315--32573-1-10968-2504221916,first,1,1.92,549,American Airlines,Envoy Air
18467-2504221315--32573-1-10968-2504221916,first,1,2.52,549,American Airlines,American Airlines
18467-2504231400--31722-0-10968-2504231634,economy,0,3.57,398,United Airlines,Air Canada
18467-2504231940--31722-0-10968-2504232214,economy,0,3.57,398,United Airlines,Air Canada
18467-2504230900--31722-1-10968-2504231332,economy,1,2.02,420,United Airlines,United Airlines
18467-2504230900--31722-1-10968-2504231332,economy,1,2.78,420,United Airlines,United Airlines
18467-2504230615--32385-1-10910-2504231105,economy,1,2.52,413,Delta Air Lines,Delta Air Lines
18467-2504231324--32385-1-10910-2504231751,premium_economy,1,2.27,808,Delta Air Lines,Delta Air Lines
18467-2504230615--32385-1-10910-2504231105,premium_economy,1,2.52,581,Delta Air Lines,Delta Air Lines
18467-2504231134--32385-1-10968-2504231634,premium_economy,1,2.25,608,Delta Air Lines,Delta Air Lines
18467-2504231134--32385-1-10968-2504231634,premium_economy,1,2.35,608,Delta Air Lines,Delta Air Lines
18467-2504230615--32385-1-10968-2504231253,premium_economy,1,2.52,560,Delta Air Lines,Delta Air Lines
18467-2504230615--32385-1-10968-2504231253,premium_economy,1,2.35,560,Delta Air Lines,Delta Air Lines
18467-2504231400--32695-0-10968-2504231634,business,0,3.57,598,Air Canada,Air Canada
18467-2504231940--32695-0-10968-2504232214,business,0,3.57,831,Air Canada,Air Canada
18467-2504231720--32573-0-10968-2504232000,business,0,3.67,527,American Airlines,American Airlines
18467-2504230645--32573-0-10968-2504230929,business,0,3.73,649,American Airlines,American Airlines
18467-2504231329--32573-0-10968-2504231614,business,0,3.75,527,American Airlines,Envoy Air
18467-2504231400--32695-1-10968-2504231832,business,1,1.92,1588,Air Canada,Air Canada
18467-2504231400--32695-1-10968-2504231832,business,1,2.78,1588,Air Canada,United Airlines
18467-2504231730--32695-1-10968-2504232250,business,1,2.0,853,Air Canada,United Airlines
18467-2504231730--32695-1-10968-2504232250,business,1,2.85,853,Air Canada,United Airlines
18467-2504230800--32695-1-10968-2504231332,business,1,1.92,853,Air Canada,Jazz Aviation
18467-2504230800--32695-1-10968-2504231332,business,1,2.78,853,Air Canada,United Airlines
18467-2504231700--32695-1-10968-2504232245,business,1,1.35,839,Air Canada,Air Canada
18467-2504231700--32695-1-10968-2504232245,business,1,4.25,839,Air Canada,Jazz Aviation
18467-2504231618--32695-1-10968-2504232344,business,1,3.9,853,Air Canada,United Airlines
18467-2504231618--32695-1-10968-2504232344,business,1,2.0,853,Air Canada,United Airlines
18467-2504231400--31722-0-10968-2504231634,first,0,3.57,596,United Airlines,Air Canada
18467-2504231940--31722-0-10968-2504232214,first,0,3.57,827,United Airlines,Air Canada
18467-2504230630--32573-1-10968-2504231056,first,1,1.92,670,American Airlines,Envoy Air
18467-2504230630--32573-1-10968-2504231056,first,1,2.68,670,American Airlines,American Airlines
18467-2504230900--31722-1-10968-2504231332,first,1,2.02,618,United Airlines,United Airlines
18467-2504230900--31722-1-10968-2504231332,first,1,2.78,618,United Airlines,United Airlines
