Name,country_code,iata_code,iata_prefix,iata_accounting,callsign,is international,iosa_registered,iosa_expiry,is_passenger,is_cargo,is_scheduled,total_aircrafts,average_fleet_age,accidents_last_5y,crashes_last_5y,website,twitter,facebook,instagram,linkedin
Aerojet Airlines,UA,,,,JETEXPRESS,N/A,,,1,,,2,32,,,,,,,
Aerojet de Costa Rica,CR,,,,,N/A,,,,,,,,,,,,,,
Aerojet Executive,VE,,,,AEROJET,N/A,,,,,,,,,,,,facebook.com/aerojetexecutive,instagram.com/aerojetexe/,
Aerojet Tomza,MX,,,,JETZA,N/A,,,,,,,,,,,,,,
Aerojobeni,MX,,,,JOBENI,N/A,0,,,,,1,42,0,0,,,,,
Aerokaluz,MX,,,,AEROKALUZ,N/A,0,,,,,2,11,0,0,,,,,
Aerokuzbass,RU,,,,NOVOKUZNETSK,N/A,0,,,,,1,36,0,0,,,,,
Aerolab,MX,,,,AEROLAB,N/A,,,1,1,0,,,,,,,,,
Aerolift,SL,,,,LIFTCO,N/A,,,,,,,,,,,,,,
Aerolima,MX,,,,AEROLIMA,N/A,,,,,,,,,,,,,,
Aerolinea Aviasur,VE,,,,VENAVIA,N/A,,,,,,,,,,,,,,
Aerolinea de Antioquia,CO,,,,ANTIOQUIA,N/A,,,,,,,,,,,,,,
Aerolinea del Caribe - Peru,PE,EF,497,,CARIBEPERU,N/A,,,,,,,,,,,,facebook.com/aercaribe,instagram.com/aercaribecargo/,
Aerolineas Andinas,VE,,,,ANDINAS,N/A,,,,,,,,,,,,,,
Aerolineas Argentinas,AR,AR,44,44,ARGENTINA,N/A,1,2024-11-02T00:00:00.000Z,1,1,1,13,10.1,0,0,,,facebook.com/aerolineas.argentinas,,
Aerolineas Bonanza,MX,,,,BONANAIR,N/A,,,,,,,,,,,,,,
Aerolineas Centauro,MX,,,,CENTAURO,N/A,0,,,,,1,40,0,0,,,,,
Aerolineas Chihuahua Al Pacifico,MX,,,,PACIFICOCHIHUAHUA,N/A,,,,,,,,,,,,,,
Aerolineas Comerciales,MX,,,,AEROCOMERCIALES,N/A,,,,,,,,,,,,,,
Aerolineas de Tehuacan,MX,,,,LINEASTEHUACAN,N/A,,,,,,,,,,,,,,
Aerolineas del Golfo,MX,,,,DELGOLFO,N/A,,,,,,,,,,,,,,
Aerolineas Del Mayab,MX,,,,DELMAYAB,N/A,,,,,,,,,,,,,,
Aerolineas Del Centro,MX,,,,LINEASDELCENTRO,N/A,,,,,,,,,,,,,,
Aerolineas Hidalgo,MX,,,,HIDALGO,N/A,,,,,,,,,,,,,,
Aerolineas Jet Global,VE,,,,JETGLOBAL,N/A,,,,,,,,,,,,,,
Aerolineas Latinas,VE,,,,LATINAS,N/A,,,,,,,,,,,,,,
Aerolineas Marcos,MX,,,,MARCOS,N/A,,,,,,,,,,,,,,
Aerolineas Nacionales Albatros,MX,,,,AEROLINESALBATROS,N/A,0,,,,,3,48.3,0,0,,,,,
Aerolineas Sol,MX,,,,ALSOL,N/A,,,,,,,,,,,,,,
Aerolineas Sosa,MX,S0,,,,N/A,,,1,1,1,,,,,,,,,
Aerolineas Turisticas Del Caribe,MX,,,,AEROTURISTICAS,N/A,,,,,,,,,,,,,,
Aerolinee Siciliane,IT,,,,,N/A,,,,,,,,,,,,,,
Aerolink Uganda,UG,A8*,,,PEARL,N/A,0,,1,,1,3,9,0,0,,,facebook.com/aerolinkuganda,instagram.com/aerolinkuganda/,linkedin.com/company/aerolinkuganda/
AeroLogic,DE,3S*,278,,GERMANCARGO,N/A,0,,,1,1,16,6.9,0,0,,,,,
Aerologic,RU,,,,,N/A,,,,,,,,,,,,,,
Aeromaan,MX,,,,EOMAAN,N/A,,,,,,,,,,,,,,
Aeromagar,MX,,,,AEROMAGAR,N/A,,,,,,,,,,,,,,
Aeromanage,LT,,,,AEROMANAGE,N/A,,,1,,,,,,,,,,,
Aeromanagement Group,US,,,,GEZIRA,N/A,,,1,,,,,,,,,,,
Aeromás,UY,,,,AEROMASEXPRESS,N/A,,,,1,,2,36.5,,,,,,,
Aeromedica,MX,,,,AEROMEDICA,N/A,,,,,,,,,,,,,,
Aeromega,UK,,,,OMEGA,N/A,,,,,,,,,,,,,,
Aeromexico,MX,AM,139,139,AEROMEXICO,N/A,1,2024-11-13T00:00:00.000Z,1,1,1,47,7.7,0,0,,,,,
Aeroméxico Connect,MX,5D,642,642,COSTERA,N/A,1,2025-07-01T00:00:00.000Z,1,1,1,40,10.6,0,0,,,,,
Aeromonky,MX,,,,AEROMON,N/A,,,,,,,,,,,,,,
Aeromover,MX,,,,AEROMOVER,N/A,,,,,,,,,,,,,,
Aeromundo Ejecutivo,MX,,,,AEROMUNDO,N/A,,,,,,,,,,,,,,
Aeron International Airlines,US,,,,AIRFREIGHTER,N/A,,,,,,,,,,,,,,
Aeronautica Castellana,ES,,,,AEROCASTELLANA,N/A,,,,,,,,,,,,,,
Aeronautica del Principado,ES,,,,,N/A,,,,,,,,,,,,,,
Aeronautica La Esperanza,MX,,,,ESPERANZA,N/A,,,,,,,,,,,,,,
Aeronautica Militare Italiana,IT,,,,ITALIANAIRFORCE,N/A,,,,,,,,,,,,facebook.com/AeronauticaMilitareOfficialPage,instagram.com/aeronautica.militare/,
Aeronautical Academy of Europe,PT,,,,DIANA,N/A,,,,,,,,,,,,,,
Aeronautical Charters,US,,,,SUNSPEED,N/A,0,,1,,,5,20.8,0,0,,,facebook.com/Aeronautical-Charters-Inc-300491586260,,
Aeronautical Fixed Station,,,,,,N/A,,,,,,,,,,,,,,
Aeronautical Information Service Unit,,,,,,N/A,,,,,,,,,,,,,,
Aeronautical Radio of Thailand,TH,,,,AEROTHAI,N/A,,,1,,,,,,,,,,,
Aeronautical Station,,,,,RADIO,N/A,,,,,,,,,,,,,,
Aeronautical Web Academy,PT,,,,WEBACADEMY,N/A,,,1,,,,,,,,,,,
Aeronaves Dominicanas,DO,DC,,,VOLODO,N/A,,,,,,,,,,,,,,
Aeronaves Ejecutivas GSF,MX,,,,AEROGESEF,N/A,,,,,,,,,,,,,,
Aeronaves Especializadas en Transportaciones Aereas,MX,,,,AEROASESA,N/A,,,,,,,,,,,,,,
Aeronaves Hafe,MX,,,,HAFE,N/A,,,,,,,,,,,,,,
Aeronaves TSM,MX,,,,AERONAVESTSM,N/A,,,,1,1,57,36.1,,,,,facebook.com/Aeronaves-TSM-1069938716517419,,
"Aeronem, Air Cargo",EC,,,,AERONEM,N/A,,,,,,,,,,,,,,
Aeronexus,ZA,RN*,557,,AERONEX,N/A,,,,1,,,,,,,,facebook.com/aeronexus.aero,instagram.com/aeronexuscorp,
Aeronor,ES,,,,AEROCARTO,N/A,,,,,,,,,,,,,,
Aeronor,MX,,,,NORAERO,N/A,0,,,,,1,11,0,0,,,,,
Aeronord-Grup,MD,,,,AERONORD,N/A,,,,,,,,,,,,,,
Aeropa,IT,,,,,N/A,,,,,,,,,,,,,,
Aeropacsa,EC,,,,AEROPACSA,N/A,,,,,,,,,,,,,,
Aeropanamericano,VE,,,,PANAMERICANO,N/A,,,,,,,,,,,,,,
Aeropartner,CZ,,,,DARKBLUE,N/A,0,,1,,,10,11.3,0,0,,,,,
Aeropassion,SM,,,,PASSIONJET,N/A,,,,,,,,,,,,,,
Aeropostal Cargo de Mexico,MX,,,,POSTALCARGO,N/A,,,,,,,,,,,,,,
Aeroput,YU,,,,,N/A,,,,,,,,,,,,,,
Aeropycsa,MX,,,,AEROPYCSA,N/A,0,,,,,2,23,0,0,,,,,
Aeroregional,EC,6G,,,REGAIR,N/A,,,1,0,1,,,,,,,facebook.com/Aeroregional-Ecuador-102487694433775,instagram.com/aeroregionalecuador/,
Aerorental,PA,,,,AERORENTAL,N/A,,,,,,,,,,,,,,
Aerorutas del Sur,VE,,,,AERORUTAS,N/A,,,,,,,,,,,,,,
Aeros Flight Training,UK,,,,AEROS,N/A,,,1,,,,,,,,,,,
Aerosaab,MX,,,,AEROSAAB,N/A,,,,,,,,,,,,,,
Aerosafin,MX,,,,AEROSAFIN,N/A,,,,,,,,,,,,,,
Aerosan,MX,,,,AEROSAN,N/A,,,,,,,,,,,,,,
Aerosec,CL,,,,AEROSEC,N/A,,,,,,,,,,,,,,
Aeroservicios Avila,VE,,,,AEROVILA,N/A,,,,,,,,,,,,,,
Aeroservicios California Pacifico,MX,,,,AEROCALPA,N/A,,,,,,,,,,,,,,
Aeroservicios Centroamericanos,PA,,,,ZEUS,N/A,,,,,,,,,,,,,,
Aeroservicios Corporativos de San Luis,MX,,,,CORSAN,N/A,,,,,,,,,,,,,,
Aeroservicios de Almeria,ES,,,,,N/A,,,,,,,,,,,,,,
Aeroservicios de Nuevo Leon,MX,,,,SERVICIOSNUEVOLEON,N/A,0,,,,,1,29,0,0,,,,,
Aeroservicios de San Luis,MX,,,,SERVICIOSANLUIS,N/A,,,,,,,,,,,,,,
Aeroservicios de la Costa,MX,,,,AEROCOSTA,N/A,,,,,,,,,,,,,,
Aeroservicios Dinamicos SA de CV,MX,,,,AERODINAMICO,N/A,0,,,,,3,8.7,0,0,,,,,
Aeroservicios Ejecutivos Corporativos,MX,,,,EJECORPORATIVOS,N/A,0,,,,,1,10,0,0,,,,,
Aeroservicios Fares,VE,,,,FARES,N/A,,,,,,,,,,,,,,
Aeroservicios Jet,MX,,,,ASERJET,N/A,,,,,,,,,,,,,,
Aeroservicios Kratos,MX,,,,KRATOS,N/A,0,,,,,2,9,0,0,,,,,
Aeroservicios Sipse SA de CV,MX,,,,SIPSE,N/A,0,,,,,1,50,0,0,,,,,
Aerospace Consortium,KE,,,,MOONFLIGHT,N/A,0,,,,,4,35.5,0,0,,,,,
Aerospace Engineering Services,MT,,,,GEMINA,N/A,,,,,,,,,,,,,,
AeroSpatialle,US,,,,REMUDO,N/A,,,,,,,,,,,,,,
Aerospecservice,RU,,,,,N/A,,,,,,,,,,,,,,
Aerospeed Formation et Maintenance,FR,,,,EPICAIR,N/A,,,1,,,,,,,,,,,
AeroStan,KG,KW*,321,,BIGSHOT,N/A,0,,,1,,1,18,0,0,,,,,
Aerostar,UA,,,,AEROSTAR,N/A,,,1,,,2,15,,,,,,,
Aerosucre,CO,A4*,,,AEROSUCRE,N/A,,,1,,,5,39.8,,,,,,,
Aerosud Aviation,ZA,,,,SKYTRACK,N/A,,,,,,,,,,,,,,
Aerosul Taxi,BR,,,,AEROSUL,N/A,,,,,,,,,,,,,,
Aerotaxi Del Valle,CO,,,,AEROVALLE,N/A,,,,,,,,,,,,,,
Aerotaxi del Cabo,MX,,,,TAXICABO,N/A,,,,,,,,,,,,,,
Aerotaxi del Caribe,MX,,,,DELCARIBE,N/A,,,,,,,,,,,,,,
Aerotaxi DVZ,MX,,,,AEROTAXIDVZ,N/A,,,,,,,,,,,,,,
Aerotaxi Grupo Tampico,MX,,,,GRUPOTAMPICO,N/A,,,,,,,,,,,,,,
Aerotaxi,CZ,,,,AEROTAXI,N/A,,,1,1,,,,,,,,,,
Aerotaxi Los Valles,ES,,,,VALLES,N/A,,,,,,,,,,,,,,
Aerotaxi Mexicano,MX,,,,MEXAERO,N/A,,,,,,,,,,,,,,
Aerotaxi Villa Rica,MX,,,,VILLARICA,N/A,,,,,,,,,,,,,,
Aerotaxis Alfe,MX,,,,ALFE,N/A,,,,,,,,,,,,,,
Aerotaxis de la Bahia,MX,,,,BAHIA,N/A,,,,,,,,,,,,,,
Aerotaxis de Aguascalientes,MX,,,,AGUASCALIENTES,N/A,,,,,,,,,,,,,,
Aerotaxis del Mediterraneo,ES,,,,RYJET,N/A,,,,,,,,,,,,,,
Aerotaxis Del Noroeste,MX,,,,TAXIOESTE,N/A,,,,,,,,,,,,,,
Aerotaxis Guamuchil,MX,,,,AEROGAUMUCHIL,N/A,,,,,,,,,,,,,,
Aerotaxis Metropolitanos,MX,,,,AEROMETROPOLIS,N/A,0,,,,,2,18.5,0,0,,,,,
Aerotaxis Paba,MX,,,,PABA,N/A,0,,,,,1,42,0,0,,,,,
Aerotaxis Pegaso,MX,,,,AEROPEGASO,N/A,,,,,,,,,,,,,,
Aerotec,ES,,,,AEROTEC,N/A,,,1,,1,,,,,,,facebook.com/aerotec.escueladepilotos,instagram.com/aerotec_fto/,
Aerotecnica,VE,,,,ATSAVEN,N/A,,,,,,,,,,,,,,
Aerotecnica Jet Services,PA,,,,PANAJET,N/A,,,,,,,,,,,,,,
Aerotex,KZ,,,,ZOTEX,N/A,,,,,,,,,,,,,,
Aerotours GmbH,DE,,,,BERLINSKY,N/A,,,1,,,,,,,,,facebook.com/AEROTOURS.Verkehrspilotenschule,,
Aerotours Dominicana,DO,,,,AEROTOURS,N/A,,,,,,,,,,,,,,
Aerotours La Vina,MX,,,,AEROVINA,N/A,,,,,,,,,,,,,,
Aerotrans,RU,,,,,N/A,,,,,,,,,,,,,,
Aerotranscargo,MD,F5,,,MOLDCARGO,N/A,1,2025-05-05T00:00:00.000Z,,1,,4,24.5,,,,,,,
Aerotranscargo,MX,,,,CARGUERO,N/A,,,,,,,,,,,,,,
Aerotransporte Convalles,VE,,,,CONVALLES,N/A,,,,,,,,,,,,,,
Aerotransporte Peruanos Internacionales,PE,,,,APISA,N/A,,,,,,,,,,,,,,
Aerotransporte Petrolero,CO,,,,AEROPETRO,N/A,,,,,,,,,,,,,,
Aerotransportes Corporativos,MX,,,,AEROTRANSCORP,N/A,,,,,,,,,,,,,,
Aerotransportes Huitzilin,MX,,,,AEROHUITZILIN,N/A,,,,,,,,,,,,,,
Aerotransportes Internacionales de Torreon,MX,,,,AEROTORREON,N/A,0,,,,,3,39.3,0,0,,,,,
Aerotransportes Zodiac,MX,,,,AEROZODIAC,N/A,,,,,,,,,,,,,,
Aerotresalia,MX,,,,TRESALIA,N/A,,,,,,,,,,,,,,
Aerotropical,MX,,,,TROPICMEX,N/A,,,,,,,,,,,,,,
Aerotucan,MX,,,,AEROTUCAN,N/A,,,,,,1,24,,,,,,,
Aeroturpial,VE,,,,VETURPI,N/A,,,,,,,,,,,,,,
Aerouneas Ejecutivas,MX,,,,MEXALE,N/A,,,1,1,1,40,11.2,,,,,facebook.com/aleaerolineasoficial,instagram.com/aleaerolineasoficial/,
AeroUnion,MX,6R*,873,,AEROUNION,N/A,0,,,1,1,5,29.2,0,0,,,,,
Aerovaradero,CU,,,,AEROVARADERO,N/A,,,,,,,,,,,,,,
Aerovega,MX,,,,AEROVEGA,N/A,,,,,,,,,,,,,,
Aerovena,MX,,,,AEROVENA,N/A,,,,,,,,,,,,,,
Aeroventas,MX,,,,AEROVENTAS,N/A,,,,,,,,,,,,,,
Aeroventas De Mexico,MX,,,,VENTA,N/A,,,,,,,,,,,,,,
Aerovento,ES,,,,OTO,N/A,,,,,,,,,,,,,,
Aerovias Castillo,MX,,,,AEROCASTILLO,N/A,,,,,,,,,,,,,,
Aerovias DAP,CL,V5,,,DAP,N/A,,,1,1,1,13,33.4,,,,,facebook.com/GrupoDap,instagram.com/dap_grupo,
Aerovias Del Golfo,MX,,,,AEROVIASGOLFO,N/A,,,,,,,,,,,,,,
Aerovilla,CO,,,,AEROVILLA,N/A,,,,,,,,,,,,,,
AeroVis Airlines,UA,,,,AEROVIZ,N/A,,,,,,,,,,,,facebook.com/aerovis,instagram.com/airline_aerovis/,linkedin.com/company/aerovis/
Aerovista,TZ,,,,TAUSI,N/A,,,,,,,,,,,,,,
Aerovitro,MX,,,,AEROVITRO,N/A,0,,,,,1,10,0,0,,,,,
Aerovuelox,MX,,,,AEROVUELOX,N/A,0,,,,,2,10.5,0,0,,,,,
aeroways,DE,,,,MAVERICK,N/A,,,1,,,,,,,,,,,
Aerowest,DE,,,,AEROWEST,N/A,,,,,,,,,,,,facebook.com/Aerowest-GmbH-119494691452424,,
Aerowin,MX,,,,AEROWIN,N/A,,,,,,,,,,,,,,
Aeroworld Pakistan,PK,,,,,N/A,,,,,,,,,,,,,,
Aeroxtra,MX,,,,AEROEXTRA,N/A,,,,,,,,,,,,,,
Aerus,MX,ZV,,,RAFILHER,N/A,,,1,1,1,,,,,,,,,
AF-Aviation,UK,,,,AIRFERRY,N/A,,,,,,,,,,,,,,
AF-Air International,AO,,,,FANBIRD,N/A,,,,,,,,,,,,,,
Air Afghanistan International,AF,,,,AIRAFGHANISTAN,N/A,,,,,,,,,,,,,,
Africa Charter Airlines,ZA,,,,AFRICANSKY,N/A,0,,1,,,2,30,0,0,,,,,
Africa Chartered Services,NG,,,,AFRICACHARTERED,N/A,,,,,,,,,,,,,,
Air Africa International,TZ,,,,,N/A,,,,,,,,,,,,,,
Africa Airlines,GN,,,,AFRILENS,N/A,,,,,,,,,,,,,,
Africa Air Links,SL,,,,AFRICALINKS,N/A,,,,,,,,,,,,,,
Africa's Connection STP,ST,,,,,N/A,,,,,,,,,,,,,,
Africa World Airlines Limited,GH,AW,,394,BLACKSTAR,N/A,1,2024-05-01T00:00:00.000Z,1,,1,5,10.8,0,0,,,facebook.com/flyAfricaWorld,instagram.com/flyafricaworld/,linkedin.com/company/africa-world-airlines-limited
Africair Service,SN,,,,FOXTROTFOXTROT,N/A,0,,,,,1,0,0,0,,,,,
African Airlines International,KE,,,,AFRICANAIRLINES,N/A,,,,,,,,,,,,,,
African Alliance Airlines,GM,,,,AFRICALLIANCE,N/A,,,,,,,,,,,,,,
African Express Airways,KE,XU,,,EXPRESSJET,N/A,,,1,,1,2,33.5,,,,,facebook.com/skyedgemag,,
African Medical and Research Foundation,KE,,,,FLYDOC,N/A,,,,,,,,,,,,facebook.com/AmrefHealthAfrica,,
Afrijet,GA,J7,277,277,,N/A,1,2024-02-14T00:00:00.000Z,1,,1,5,13.8,1,0,,,,,
Afrik Airways,CI,,,,,N/A,,,,,,,,,,,,,,
Afriqiyah Airways,LY,8U,546,546,AFRIQIYAH,N/A,0,,1,1,1,4,12.8,0,0,,,,,
Afrique Cargo Service Senegal,SN,,,,,N/A,,,,,,,,,,,,,,
Afrique Chart'Air,CM,,,,CHARTERAFRIQUE,N/A,,,,,,,,,,,,,,
Afro International Ent.,NG,,,,INTERAFRO,N/A,,,,,,,,,,,,,,
AFTN Communications Centre,,,,,,N/A,,,,,,,,,,,,,,
AG.raum,DE,,,,TORRO,N/A,,,1,,,,,,,,,,,
Agence Nationale Des Aerodromes Et de La Meteorologie (ANAM),CI,,,,,N/A,,,,,,,,,,,,,,
Agricolair,ES,,,,,N/A,,,,,,,,,,,,,,
Agrocentr-Avia,KZ,,,,AGRAV,N/A,,,,,,,,,,,,,,
Agrolet-Mci,SK,,,,AGROLET,N/A,,,,,,,,,,,,,,
Agulhas 360,ZA,,,,STEAMLINE,N/A,,,,,,,,,,,,,,
AHK Air Hong Kong,HK,LD,288,,AIRHONGKONG,N/A,1,2025-04-30T00:00:00.000Z,,1,1,,,,,,,,,
AHS Air International,PK,,,,HIGHSKY,N/A,,,,1,,,,,,,,,,
Aim Air,MD,,,,AIMAIR,N/A,,,,,,,,,,,,,,
Aim Aviation,IL,,,,,N/A,0,,,,,1,32,0,0,,,,,
Aims Community College,US,,,,AIMSCOLLEGE,N/A,,,1,,,,,,,,,,,
Air Company,RO,,,,AIRCOMPANY,N/A,,,,,,,,,,,,,,
Air1Air,IR,,,,AVICENNA,N/A,,,,,,,,,,,,,,
Air26,AO,,,,DUCARD,N/A,,,,,,,,,,,,,,
Airailes,FR,,,,EOLE,N/A,0,,1,,,2,6.5,0,0,,,,,
AirAsia Cambodia,KH,KT,,,REDNAGA,N/A,,,,,,,,,,,,facebook.com/AirAsia,instagram.com/airasia/,linkedin.com/company/airasia
AirAsia Cambodia,KH,KT,,,REDNAGA,N/A,,,1,1,1,,,,,,,facebook.com/AirAsia,instagram.com/airasia/,linkedin.com/company/airasia
AirAsia Philippines,PH,Z2,457,457,COOLRED,N/A,1,,1,1,1,13,11.8,1,0,,,facebook.com/AirAsia,instagram.com/airasia/,linkedin.com/company/airasia
AirAsia X,MY,D7,843,,XANADU,N/A,1,2025-04-11T00:00:00.000Z,1,1,1,2,6.5,0,0,,,facebook.com/AirAsia,instagram.com/airasia/,linkedin.com/company/airasia
AirBahn,US,,,,AIRBAHN,N/A,,,,,,,,,,,,facebook.com/airbahninc,instagram.com/airbahninc,linkedin.com/company/airbahn
airBaltic,LV,BT,657,657,AIRBALTIC,N/A,1,2024-12-10T00:00:00.000Z,1,1,1,22,2,1,,,,,,
Airbiz Aviation Services Worldwide,PK,,,,,N/A,,,,,,,,,,,,,,
Airblue,PK,PA,84,84,PAKBLUE,N/A,0,,1,1,1,7,5.9,0,0,,,,instagram.com/airblue_official/,linkedin.com/company/airblue
Airborne Imaging,US,,,,AIRBORNE,N/A,,,1,,,,,,,,,,,
Airborne LiDAR Mapping,DK,,,,MAPPING,N/A,,,,,,,,,,,,,,
AirBridge Cargo,RU,RU,580,580,AIRBRIDGECARGO,N/A,1,,,1,1,17,7.2,0,0,,,,instagram.com/airbridgecargoairlines/,linkedin.com/company/airbridge-cargo
Airbrock Management and Charter,US,,,,AIRBROCK,N/A,,,,,,,,,,,,,,
Airbus Beluga Transport,FR,,,,BELUGACARGO,N/A,,,,,,,,,,,,,,
Airbus Beluga Transport,FR,,,,,N/A,,,,,,,,,,,,,,
Airbus Canada,CA,,,,AIRBUSCANUCK,N/A,,,1,1,,,,,,,,,,
Airbus France,FR,,,,CORVETTE,N/A,,,,,,,,,,,,,,
Airbus Helicopters UK,UK,,,,FENESTRON,N/A,,,,,,,,,,,,,,
Airbus Industrie,FR,,,,AIRBUSINDUSTRIE,N/A,,,1,1,1,,,,,,,,,
Airbus Transport International,FR,4Y*,,,SUPERTRANSPORT,N/A,,,,1,,,,,,,,,,
Aircalin,NC,SB,63,63,AIRCALIN,N/A,1,2024-10-12T00:00:00.000Z,1,1,1,,,,,,,facebook.com/aircalin,instagram.com/aircalin/,
Airclub Aviator,RU,,,,STRIMER,N/A,,,,,,,,,,,,,,
Airco Aircraft Charters,CA,,,,AIRCO,N/A,,,,,,,,,,,,,,
Aircompany Barcol,RU,,,,BARCOL,N/A,,,,,,,,,,,,,,
Aircompany Grodno,BY,,,,GRODNO,N/A,0,,,,,4,49.3,0,0,,,,,
Aircraft Accident Authority,,,,,,N/A,,,,,,,,,,,,,,
Aircraft In Flight,,,,,,N/A,,,,,,,,,,,,,,
Aircraft Machine Works Chad (AMW),TD,,,,,N/A,,,,,,,,,,,,,,
Aircraft Management Group,US,,,,RIVERSJET,N/A,0,,1,,,7,11.4,0,0,,,facebook.com/Aircraft-Management-Group-Inc-100242682370,,
Aircraft Performance Group,US,,,,,N/A,,,,,,,,,,,,,,
Aircraft Sales and Services (Pvt) Ltd,PK,,,,AIRCRAFTSALES,N/A,,,,,,,,,,,,,,
Aircraft Support and Services,LB,,,,,N/A,,,,,,,,,,,,,,
Aircraft Systems South Africa,ZA,,,,GLOBESTAR,N/A,,,1,,,,,,,,,,,
Aircraft VIP Services,LU,,,,TOPLUX,N/A,,,,,,,,,,,,,,
Aircrew Check and Training Australia,AU,,,,AIRCREW,N/A,,,,,,,,,,,,,,
Aircruising Australia,AU,,,,CRUISER,N/A,,,,,,,,,,,,,,
Airdeal,FI,,,,AIRDEAL,N/A,,,,,,,,,,,,,,
Aire Aviation,MT,,,,GORRION,N/A,,,,,,,,,,,,,,
Airecon,FI,,,,WINGLINE,N/A,,,,,,,,,,,,,,
Airenka,TR,,,,ENKAJET,N/A,,,1,,,,,,,,,,,
Aireon Canada,CA,,,,,N/A,,,,,,,,,,,,,,
Airest,EE,,,,AIRESTCARGO,N/A,0,,1,1,1,8,34.3,0,0,,,,,
AirExplore,SK,ED,913,,GALILEO,N/A,1,2024-08-28T00:00:00.000Z,,1,1,1,22,0,0,,,facebook.com/AirExplore-257912901365,instagram.com/airexploreairlines/,linkedin.com/company/airexplore
Airfast Indonesia,ID,FS*,,,AIRFAST,N/A,,,1,,,15,19.7,,,,,,,
Airflite,US,,,,REDSUN,N/A,,,,,,,,,,,,,,
Airfutures Airlines,GH,,,,,N/A,,,,,,,,,,,,,,
AirGO Private Airline,DE,,,,PASTIS,N/A,0,,1,,,5,13,0,0,,,facebook.com/AirGO.Private.Airline,,linkedin.com/company/airgo-private-airline/
airHaifa,IL,E2,,,AIRHAIFA,N/A,,,1,,1,,,,,,,,,
Airhub Airlines,MT,RE,521,,AIRHUB,N/A,1,2024-02-18T00:00:00.000Z,1,,,,,,,,,,,
AirInter1,TD,,,,SAHARASERVICE,N/A,,,1,1,,,,,,,,,,
AirJet,AO,,,,MABECO,N/A,,,,,,2,28,,,,,,,
Airjetsul Private Jets,PT,,,,AIRJETSUL,N/A,,,1,0,0,,,,,,,facebook.com/airjetsul,instagram.com/airjetsul/,linkedin.com/company/airjetsul
Airkenya Express,KE,P2,853,853,SUNEXPRESS,N/A,,,1,1,1,9,28,,,,,facebook.com/Airkenya,instagram.com/airkenya_official/,linkedin.com/company/airkenyaexpresslimited
Airlec Air Espace,FR,,,,AIRLEC,N/A,0,,1,,,7,31.6,0,0,,,,,linkedin.com/company/airlec-ambulance
Airlift International,US,,,,AIRLIFT,N/A,,,1,,,,,,,,,,,
Airlift,NO,,,,BLUELIFT,N/A,0,,1,,,14,11.6,0,0,,,,,
Airlink,ZA,4Z,749,749,LINK,N/A,1,2024-01-12T00:00:00.000Z,1,1,1,34,15.4,1,0,,,facebook.com/flyairlink,instagram.com/fly_airlink/,linkedin.com/company/airlink
Airlink,AT,,,,AIRLINK,N/A,0,,1,,,9,17,1,0,,,facebook.com/airlink.at,,
Airlink Solutions,ES,,,,AIRLIN,N/A,,,,,,,,,,,,,,
Airman,ES,,,,AIRMAN,N/A,,,,,,,,,,,,,,
airmaster,EG,,,,,N/A,,,,,,,,,,,,,,
Airmax,PE,,,,PERUMAX,N/A,,,,,,,,,,,,,,linkedin.com/in/dan-yndaruca/
Airmax Airlines,US,,,,TONKA,N/A,,,1,,,,,,,,,,,
AirMed,US,,,,MEDJET,N/A,,,,,,,,,,,,,,
International Airnavigation Service East,RU,,,,,N/A,,,,,,,,,,,,,,
AIRNESIA,PK,,,,,N/A,,,,,,,,,,,,,,
AirNet II,US,,,,STARCHECK,N/A,,,,,,,,,,,,facebook.com/AirnetII,,linkedin.com/in/kalitta-charters-143a9738
Airnimbus,PT,,,,NIMJET,N/A,,,,,,,,,,,,,,
Airnor,ES,,,,AERONOR,N/A,0,,,,,3,42.7,0,0,,,,,linkedin.com/pub/airnor-helicopteros-y-aviones/47/b13/954
Airnorth,AU,TL*,935,935,TOPEND,N/A,0,,1,1,1,9,22.6,0,0,,,facebook.com/AirnorthAU,,
Airpac Airlines,US,,,,AIRPAC,N/A,0,,,1,1,1,40,0,0,,,,,
Airpilot Escuela De Vuelo,ES,,,,,N/A,,,1,,,,,,,,,,,
Airplanes Holdings,IE,,,,AIRHOLD,N/A,,,,,,,,,,,,,,
Airquest Aviation,US,,,,AIRQUEST,N/A,,,1,,,,,,,,,facebook.com/AirQuestAviation,instagram.com/airquestaviation/,linkedin.com/company/airquest-aviation/about/
"Airservices Australia, Flight Inspection Unit",AU,,,,AUSCAL,N/A,,,1,,,,,,,,,,,linkedin.com/collect/
airseven,DK,,,,,N/A,,,,,,,,,,,,,,
AirSF Flight Service,US,,,,SANTANA,N/A,0,,1,,,7,11.6,0,0,,,,,
Airshop,NL,FF*,,,,N/A,,,,,,,,,,,,,,linkedin.com/company/acl-airshop/
"Airshows America ""The Patriots""",US,,,,PATRIOTTEAM,N/A,,,,,,,,,,,,facebook.com/patriotsjetteam,,linkedin.com/in/patriotsjetteam
AirSial,PK,PF,,673,AIRSIAL,N/A,,,1,1,1,,,,,,,facebook.com/airsial,instagram.com/Airsialofficial,linkedin.com/in/airsiallimited
AirSmart,US,,,,AIRSMART,N/A,,,1,0,0,,,,,,,,,
