itinerary_id,stop_count,duration_in_hours,one_way_price_candollar,cabin_class_id,operating_airline_id,marketing_airline_id
18467-2504170800--31722-1-10968-2504171332,1,1.92,729,cc4,al8,al15
18467-2504170800--31722-1-10968-2504171332,1,2.78,729,cc4,al15,al15
18467-2504181324--31679-1-10910-2504181751,1,2.27,489,cc1,al4,al16
18467-2504181324--32385-1-10910-2504181751,1,2.27,677,cc1,al4,al4
18467-2504181134--31679-1-10968-2504181634,1,2.25,457,cc1,al4,al16
18467-2504181134--31679-1-10968-2504181634,1,2.35,457,cc1,al4,al16
18467-2504181559--32385-2-10968-2504182356,2,2.38,413,cc1,al4,al4
18467-2504181324--32385-1-10910-2504181751,1,2.27,808,cc2,al4,al4
18467-2504181134--32385-1-10968-2504181634,1,2.25,808,cc2,al4,al4
18467-2504181134--32385-1-10968-2504181634,1,2.35,808,cc2,al4,al4
18467-2504181559--32385-2-10968-2504182356,2,2.38,581,cc2,al4,al4
18467-2504181720--32573-0-10968-2504182000,0,3.67,527,cc3,al2,al2
18467-2504180645--32573-0-10968-2504180929,0,3.73,788,cc3,al2,al2
18467-2504181329--32573-0-10968-2504181614,0,3.75,593,cc3,al5,al2
18467-2504181400--31722-0-10968-2504181634,0,3.57,1049,cc4,al3,al15
18467-2504180630--32573-1-10968-2504181056,1,1.92,670,cc4,al5,al2
18467-2504180630--32573-1-10968-2504181056,1,2.68,670,cc4,al2,al2
18467-2504180900--31722-1-10968-2504181332,1,2.02,739,cc4,al15,al15
18467-2504180900--31722-1-10968-2504181332,1,2.78,739,cc4,al15,al15
18467-2504181100--31722-1-10968-2504181602,1,2.05,618,cc4,al13,al15
18467-2504181100--31722-1-10968-2504181602,1,2.78,618,cc4,al15,al15
"18390-2504191430--31954,-31825-3-10968-2504200718",3,0.98,350,cc1,al10,al11
18467-2504191324--32385-1-10910-2504191751,1,2.27,581,cc2,al4,al4
18467-2504190615--32385-1-10910-2504191105,1,2.52,581,cc2,al4,al4
18467-2504190745--32385-1-10968-2504191253,1,2.4,581,cc2,al4,al4
18467-2504190745--32385-1-10968-2504191253,1,2.35,581,cc2,al4,al4
18467-2504191134--32385-1-10968-2504191646,1,2.25,581,cc2,al4,al4
18467-2504191134--32385-1-10968-2504191646,1,2.35,581,cc2,al4,al4
18467-2504191720--32573-0-10968-2504192000,0,3.67,527,cc3,al2,al2
18467-2504190645--32573-0-10968-2504190929,0,3.73,527,cc3,al2,al2
18467-2504191329--32573-0-10968-2504191614,0,3.75,527,cc3,al5,al2
18467-2504191400--31722-0-10968-2504191634,0,3.57,596,cc4,al3,al15
18467-2504191940--31722-0-10968-2504192214,0,3.57,1558,cc4,al3,al15
18467-2504191514--32573-1-10968-2504191916,1,1.92,549,cc4,al5,al2
18467-2504191514--32573-1-10968-2504191916,1,2.52,549,cc4,al2,al2
18467-2504190630--32573-1-10968-2504191056,1,1.92,549,cc4,al5,al2
18467-2504190630--32573-1-10968-2504191056,1,2.68,549,cc4,al2,al2
18467-2504191315--32573-1-10968-2504191756,1,1.92,549,cc4,al5,al2
18467-2504191315--32573-1-10968-2504191756,1,2.63,549,cc4,al2,al2
18467-2504190615--32385-1-10910-2504191105,1,2.52,770,cc4,al4,al4
18467-2504191135--32573-1-10968-2504191756,1,1.92,549,cc4,al5,al2
18467-2504191135--32573-1-10968-2504191756,1,2.63,549,cc4,al2,al2
18467-2504201720--32573-0-10968-2504202000,0,3.67,398,cc1,al2,al2
18467-2504200645--32573-0-10968-2504200929,0,3.73,398,cc1,al2,al2
18467-2504201329--32573-0-10968-2504201614,0,3.75,519,cc1,al5,al2
18467-2504200945--32385-2-10968-2504201835,2,2.33,413,cc1,al4,al4
18467-2504201324--32385-1-10910-2504201751,1,2.27,808,cc2,al4,al4
18467-2504201134--32385-1-10968-2504201634,1,2.25,608,cc2,al4,al4
18467-2504201134--32385-1-10968-2504201634,1,2.35,608,cc2,al4,al4
18467-2504201720--32573-0-10968-2504202000,0,3.67,527,cc3,al2,al2
18467-2504200645--32573-0-10968-2504200929,0,3.73,649,cc3,al2,al2
18467-2504201329--32573-0-10968-2504201614,0,3.75,788,cc3,al5,al2
18467-2504201400--31722-0-10968-2504201634,0,3.57,596,cc4,al3,al15
18467-2504201940--31722-0-10968-2504202214,0,3.57,596,cc4,al3,al15
18467-2504201514--32573-1-10968-2504201916,1,1.92,809,cc4,al5,al2
18467-2504201514--32573-1-10968-2504201916,1,2.52,809,cc4,al2,al2
18467-2504200900--31722-1-10968-2504201327,1,2.02,618,cc4,al15,al15
18467-2504200900--31722-1-10968-2504201327,1,2.78,618,cc4,al15,al15
18467-2504211720--32573-0-10968-2504212000,0,3.67,398,cc1,al2,al2
18467-2504210645--32573-0-10968-2504210929,0,3.73,398,cc1,al2,al2
18467-2504211329--32573-0-10968-2504211614,0,3.75,464,cc1,al5,al2
18467-2504211135--32573-1-10968-2504211916,1,1.92,404,cc1,al5,al2
18467-2504211135--32573-1-10968-2504211916,1,2.52,404,cc1,al2,al2
18467-2504211514--32573-1-10968-2504212326,1,1.92,404,cc1,al5,al2
18467-2504211514--32573-1-10968-2504212326,1,2.85,404,cc1,al2,al2
18467-2504211324--32385-1-10910-2504211751,1,2.27,661,cc2,al4,al4
18467-2504211324--32385-1-10968-2504211835,1,2.27,661,cc2,al4,al4
18467-2504211324--32385-1-10968-2504211835,1,2.33,661,cc2,al4,al4
18467-2504211720--32573-0-10968-2504212000,0,3.67,527,cc3,al2,al2
18467-2504210645--32573-0-10968-2504210929,0,3.73,649,cc3,al2,al2
18467-2504211329--32573-0-10968-2504211614,0,3.75,593,cc3,al5,al2
18467-2504211940--31722-0-10968-2504212214,0,3.57,596,cc4,al3,al15
18467-2504211400--31722-0-10968-2504211634,0,3.57,827,cc4,al3,al15
18467-2504211514--32573-1-10968-2504211916,1,1.92,809,cc4,al5,al2
18467-2504211514--32573-1-10968-2504211916,1,2.52,809,cc4,al2,al2
18467-2504211135--32573-1-10968-2504211756,1,1.92,670,cc4,al5,al2
18467-2504211135--32573-1-10968-2504211756,1,2.63,670,cc4,al2,al2
"18390-2504220700--31954,-31825-2-10968-2504221642",2,0.98,253,cc1,al10,al11
"18390-2504220745--31954,-31825-2-10968-2504222316",2,2.52,263,cc1,al14,al14
"18390-2504220645--31954,-31825-2-10968-2504222316",2,2.52,263,cc1,al14,al14
18467-2504221324--32385-1-10910-2504221751,1,2.27,581,cc2,al4,al4
18467-2504220615--32385-1-10910-2504221105,1,2.52,608,cc2,al4,al4
18467-2504221134--32385-1-10968-2504221634,1,2.25,581,cc2,al4,al4
18467-2504221134--32385-1-10968-2504221634,1,2.35,581,cc2,al4,al4
18467-2504220745--32385-1-10968-2504221253,1,2.38,581,cc2,al4,al4
18467-2504220745--32385-1-10968-2504221253,1,2.35,581,cc2,al4,al4
18467-2504221720--32573-0-10968-2504222000,0,3.67,649,cc3,al2,al2
18467-2504220645--32573-0-10968-2504220929,0,3.73,527,cc3,al2,al2
18467-2504221329--32573-0-10968-2504221614,0,3.75,649,cc3,al5,al2
18467-2504221940--31722-0-10968-2504222214,0,3.57,596,cc4,al3,al15
18467-2504221400--31722-0-10968-2504221634,0,3.57,827,cc4,al3,al15
18467-2504221820--32573-1-10968-2504222326,1,1.92,549,cc4,al5,al2
18467-2504221820--32573-1-10968-2504222326,1,2.85,549,cc4,al2,al2
18467-2504221315--32573-1-10968-2504221916,1,1.92,549,cc4,al5,al2
18467-2504221315--32573-1-10968-2504221916,1,2.52,549,cc4,al2,al2
18467-2504231400--31722-0-10968-2504231634,0,3.57,398,cc1,al3,al15
18467-2504231940--31722-0-10968-2504232214,0,3.57,398,cc1,al3,al15
18467-2504230900--31722-1-10968-2504231332,1,2.02,420,cc1,al15,al15
18467-2504230900--31722-1-10968-2504231332,1,2.78,420,cc1,al15,al15
18467-2504230615--32385-1-10910-2504231105,1,2.52,413,cc1,al4,al4
18467-2504231324--32385-1-10910-2504231751,1,2.27,808,cc2,al4,al4
18467-2504230615--32385-1-10910-2504231105,1,2.52,581,cc2,al4,al4
18467-2504231134--32385-1-10968-2504231634,1,2.25,608,cc2,al4,al4
18467-2504231134--32385-1-10968-2504231634,1,2.35,608,cc2,al4,al4
18467-2504230615--32385-1-10968-2504231253,1,2.52,560,cc2,al4,al4
18467-2504230615--32385-1-10968-2504231253,1,2.35,560,cc2,al4,al4
18467-2504231400--32695-0-10968-2504231634,0,3.57,598,cc3,al3,al3
18467-2504231940--32695-0-10968-2504232214,0,3.57,831,cc3,al3,al3
18467-2504231720--32573-0-10968-2504232000,0,3.67,527,cc3,al2,al2
18467-2504230645--32573-0-10968-2504230929,0,3.73,649,cc3,al2,al2
18467-2504231329--32573-0-10968-2504231614,0,3.75,527,cc3,al5,al2
18467-2504231400--32695-1-10968-2504231832,1,1.92,1588,cc3,al3,al3
18467-2504231400--32695-1-10968-2504231832,1,2.78,1588,cc3,al15,al3
18467-2504231730--32695-1-10968-2504232250,1,2.0,853,cc3,al15,al3
18467-2504231730--32695-1-10968-2504232250,1,2.85,853,cc3,al15,al3
18467-2504230800--32695-1-10968-2504231332,1,1.92,853,cc3,al8,al3
18467-2504230800--32695-1-10968-2504231332,1,2.78,853,cc3,al15,al3
18467-2504231700--32695-1-10968-2504232245,1,1.35,839,cc3,al3,al3
18467-2504231700--32695-1-10968-2504232245,1,4.25,839,cc3,al8,al3
18467-2504231618--32695-1-10968-2504232344,1,3.9,853,cc3,al15,al3
18467-2504231618--32695-1-10968-2504232344,1,2.0,853,cc3,al15,al3
18467-2504231400--31722-0-10968-2504231634,0,3.57,596,cc4,al3,al15
18467-2504231940--31722-0-10968-2504232214,0,3.57,827,cc4,al3,al15
18467-2504230630--32573-1-10968-2504231056,1,1.92,670,cc4,al5,al2
18467-2504230630--32573-1-10968-2504231056,1,2.68,670,cc4,al2,al2
18467-2504230900--31722-1-10968-2504231332,1,2.02,618,cc4,al15,al15
18467-2504230900--31722-1-10968-2504231332,1,2.78,618,cc4,al15,al15
18467-2504231820--32573-1-10968-2504232326,1,1.92,549,cc4,al5,al2
18467-2504231820--32573-1-10968-2504232326,1,2.85,549,cc4,al2,al2
18467-2504230630--32573-1-10968-2504231256,1,1.92,549,cc4,al5,al2
18467-2504230630--32573-1-10968-2504231256,1,2.68,549,cc4,al2,al2
18467-2504241324--31679-1-10910-2504241751,1,2.27,567,cc1,al4,al16
18467-2504240615--31679-1-10910-2504241126,1,2.52,506,cc1,al4,al16
18467-2504241134--31679-1-10910-2504241751,1,2.25,567,cc1,al4,al16
18467-2504241324--31679-1-10910-2504242148,1,2.27,506,cc1,al4,al16
18467-2504240745--31679-1-10910-2504241751,1,2.38,567,cc1,al4,al16
18467-2504241134--31679-1-10910-2504242148,1,2.25,506,cc1,al4,al16
18467-2504240745--31679-1-10910-2504242148,1,2.38,506,cc1,al4,al16
18467-2504241820--31679-1-10910-2504250926,1,2.4,460,cc1,al4,al16
18467-2504241324--31679-1-10910-2504250926,1,2.27,460,cc1,al4,al16
18467-2504241134--31679-1-10910-2504250926,1,2.25,460,cc1,al4,al16
18467-2504241324--32385-1-10910-2504241751,1,2.27,808,cc2,al4,al4
18467-2504241134--32385-1-10968-2504241634,1,2.25,608,cc2,al4,al4
18467-2504241134--32385-1-10968-2504241634,1,2.35,608,cc2,al4,al4
18467-2504240745--32385-1-10968-2504241253,1,2.38,581,cc2,al4,al4
18467-2504240745--32385-1-10968-2504241253,1,2.35,581,cc2,al4,al4
18467-2504240615--32385-1-10910-2504241126,1,2.52,581,cc2,al4,al4
18467-2504241820--32385-1-10968-2504242356,1,2.4,581,cc2,al4,al4
18467-2504241820--32385-1-10968-2504242356,1,2.38,581,cc2,al4,al4
18467-2504241720--32573-0-10968-2504242000,0,3.67,527,cc3,al2,al2
18467-2504240645--32573-0-10968-2504240929,0,3.73,649,cc3,al2,al2
18467-2504241329--32573-0-10968-2504241614,0,3.75,527,cc3,al5,al2
18467-2504241514--32573-1-10968-2504241916,1,1.92,1007,cc4,al5,al2
18467-2504241514--32573-1-10968-2504241916,1,2.52,1007,cc4,al2,al2
18467-2504240630--32573-1-10968-2504241056,1,1.92,576,cc4,al5,al2
18467-2504240630--32573-1-10968-2504241056,1,2.68,576,cc4,al2,al2
18467-2504251324--31679-1-10910-2504251751,1,2.27,489,cc1,al4,al16
18467-2504251134--32385-1-10968-2504251634,1,2.25,440,cc1,al4,al4
18467-2504251134--32385-1-10968-2504251634,1,2.35,440,cc1,al4,al4
18467-2504251324--32385-1-10910-2504251751,1,2.27,808,cc2,al4,al4
18467-2504251134--32385-1-10968-2504251634,1,2.25,608,cc2,al4,al4
18467-2504251134--32385-1-10968-2504251634,1,2.35,608,cc2,al4,al4
18467-2504250745--32385-1-10968-2504251253,1,2.38,581,cc2,al4,al4
18467-2504250745--32385-1-10968-2504251253,1,2.35,581,cc2,al4,al4
18467-2504251720--32573-0-10968-2504252000,0,3.67,527,cc3,al2,al2
18467-2504250645--32573-0-10968-2504250929,0,3.73,788,cc3,al2,al2
18467-2504251329--32573-0-10968-2504251614,0,3.75,593,cc3,al5,al2
18467-2504251940--31722-0-10968-2504252214,0,3.57,596,cc4,al3,al15
18467-2504251400--31722-0-10968-2504251634,0,3.57,1049,cc4,al3,al15
18467-2504250630--32573-1-10968-2504251056,1,1.92,549,cc4,al5,al2
18467-2504250630--32573-1-10968-2504251056,1,2.68,549,cc4,al2,al2
18467-2504251100--31722-1-10968-2504251602,1,2.05,618,cc4,al13,al15
18467-2504251100--31722-1-10968-2504251602,1,2.78,618,cc4,al15,al15
18467-2504261400--31722-0-10968-2504261634,0,3.57,398,cc1,al3,al15
18467-2504261940--31722-0-10968-2504262214,0,3.57,398,cc1,al3,al15
18467-2504261324--32385-1-10910-2504261751,1,2.27,413,cc1,al4,al4
18467-2504261134--32385-1-10968-2504261646,1,2.25,440,cc1,al4,al4
18467-2504261134--32385-1-10968-2504261646,1,2.35,440,cc1,al4,al4
18467-2504261134--32385-1-10910-2504261751,1,2.25,413,cc1,al4,al4
18467-2504261324--32385-1-10910-2504261751,1,2.27,581,cc2,al4,al4
18467-2504260615--32385-1-10910-2504261105,1,2.52,581,cc2,al4,al4
18467-2504260745--32385-1-10968-2504261253,1,2.4,581,cc2,al4,al4
18467-2504260745--32385-1-10968-2504261253,1,2.35,581,cc2,al4,al4
18467-2504261134--32385-1-10968-2504261646,1,2.25,608,cc2,al4,al4
18467-2504261134--32385-1-10968-2504261646,1,2.35,608,cc2,al4,al4
18467-2504261400--32695-0-10968-2504261634,0,3.57,598,cc3,al3,al3
18467-2504261940--32695-0-10968-2504262214,0,3.57,598,cc3,al3,al3
18467-2504261720--32573-0-10968-2504262000,0,3.67,527,cc3,al2,al2
18467-2504260645--32573-0-10968-2504260929,0,3.73,527,cc3,al2,al2
18467-2504261329--32573-0-10968-2504261614,0,3.75,527,cc3,al5,al2
18467-2504261100--32695-1-10968-2504261602,1,2.05,811,cc3,al13,al3
18467-2504261100--32695-1-10968-2504261602,1,2.78,811,cc3,al15,al3
18467-2504260700--32695-1-10968-2504261217,1,2.05,620,cc3,al12,al3
18467-2504260700--32695-1-10968-2504261217,1,2.78,620,cc3,al15,al3
18467-2504261015--32695-1-10968-2504261628,1,3.9,620,cc3,al15,al3
18467-2504261015--32695-1-10968-2504261628,1,2.03,620,cc3,al15,al3
18467-2504260900--32695-1-10968-2504261602,1,2.02,620,cc3,al15,al3
18467-2504260900--32695-1-10968-2504261602,1,2.78,620,cc3,al15,al3
18467-2504261618--32695-1-10968-2504262344,1,3.9,620,cc3,al15,al3
18467-2504261618--32695-1-10968-2504262344,1,2.0,620,cc3,al15,al3
18467-2504261400--31722-0-10968-2504261634,0,3.57,596,cc4,al3,al15
18467-2504261940--31722-0-10968-2504262214,0,3.57,596,cc4,al3,al15
18467-2504260630--32573-1-10968-2504261056,1,1.92,549,cc4,al5,al2
18467-2504260630--32573-1-10968-2504261056,1,2.68,549,cc4,al2,al2
18467-2504271400--31722-0-10968-2504271634,0,3.57,435,cc1,al3,al15
18467-2504271940--31722-0-10968-2504272214,0,3.57,398,cc1,al3,al15
18467-2504271324--31679-1-10910-2504271751,1,2.27,506,cc1,al4,al16
18467-2504271324--32385-1-10910-2504271751,1,2.27,677,cc1,al4,al4
18467-2504271134--31679-1-10968-2504271634,1,2.25,489,cc1,al4,al16
18467-2504271134--31679-1-10968-2504271634,1,2.35,489,cc1,al4,al16
18467-2504271324--31679-1-10968-2504271835,1,2.27,567,cc1,al4,al16
18467-2504271324--31679-1-10968-2504271835,1,2.33,567,cc1,al4,al16
18467-2504271134--31679-1-10910-2504271751,1,2.25,506,cc1,al4,al16
18467-2504271324--32385-1-10910-2504271751,1,2.27,808,cc2,al4,al4
18467-2504271134--32385-1-10968-2504271634,1,2.25,745,cc2,al4,al4
18467-2504271134--32385-1-10968-2504271634,1,2.35,745,cc2,al4,al4
18467-2504270615--32385-1-10910-2504271126,1,2.47,808,cc2,al4,al4
18467-2504271400--32695-0-10968-2504271634,0,3.57,831,cc3,al3,al3
18467-2504271940--32695-0-10968-2504272214,0,3.57,1088,cc3,al3,al3
18467-2504271720--32573-0-10968-2504272000,0,3.67,788,cc3,al2,al2
18467-2504270645--32573-0-10968-2504270929,0,3.73,649,cc3,al2,al2
18467-2504271329--32573-0-10968-2504271614,0,3.75,788,cc3,al5,al2
18467-2504271400--32695-1-10968-2504271832,1,1.92,1588,cc3,al3,al3
18467-2504271400--32695-1-10968-2504271832,1,2.78,1588,cc3,al15,al3
18467-2504271100--32695-1-10968-2504271602,1,2.05,1110,cc3,al13,al3
18467-2504271100--32695-1-10968-2504271602,1,2.78,1110,cc3,al15,al3
18467-2504270800--32695-1-10968-2504271327,1,1.92,1110,cc3,al8,al3
18467-2504270800--32695-1-10968-2504271327,1,2.78,1110,cc3,al15,al3
18467-2504271700--32695-1-10968-2504272245,1,1.35,606,cc3,al3,al3
18467-2504271700--32695-1-10968-2504272245,1,4.25,606,cc3,al8,al3
18390-2504271525--32695-1-10968-2504272245,1,1.28,968,cc3,al8,al3
18390-2504271525--32695-1-10968-2504272245,1,4.25,968,cc3,al8,al3
18467-2504271514--32573-1-10968-2504271916,1,1.92,1294,cc4,al5,al2
18467-2504271514--32573-1-10968-2504271916,1,2.52,1294,cc4,al2,al2
18467-2504270630--32573-1-10968-2504271056,1,1.92,670,cc4,al5,al2
18467-2504270630--32573-1-10968-2504271056,1,2.68,670,cc4,al2,al2
18467-2504271324--32385-1-10910-2504271751,1,2.27,997,cc4,al4,al4
18467-2504271315--32573-1-10968-2504271756,1,1.92,1183,cc4,al5,al2
18467-2504271315--32573-1-10968-2504271756,1,2.63,1183,cc4,al2,al2
18467-2504271324--32385-1-10968-2504271835,1,2.27,997,cc4,al4,al4
18467-2504271324--32385-1-10968-2504271835,1,2.33,997,cc4,al4,al4
18467-2504281324--31679-1-10910-2504281751,1,2.27,567,cc1,al4,al16
18467-2504280615--31679-1-10910-2504281126,1,2.52,567,cc1,al4,al16
18467-2504281810--31679-1-10968-2504282356,1,2.4,477,cc1,al4,al16
18467-2504281810--31679-1-10968-2504282356,1,2.38,477,cc1,al4,al16
"18390-2504280700--31954,-31825-2-10968-2504281642",2,0.98,284,cc1,al10,al11
18467-2504281324--32385-1-10910-2504281751,1,2.27,808,cc2,al4,al4
18467-2504280615--32385-1-10910-2504281126,1,2.52,608,cc2,al4,al4
18467-2504281720--32573-0-10968-2504282000,0,3.67,527,cc3,al2,al2
18467-2504280645--32573-0-10968-2504280929,0,3.73,649,cc3,al2,al2
18467-2504281329--32573-0-10968-2504281614,0,3.75,649,cc3,al5,al2
18467-2504281400--31722-0-10968-2504281634,0,3.57,827,cc4,al3,al15
18467-2504281940--31722-0-10968-2504282214,0,3.57,827,cc4,al3,al15
18467-2504280630--32573-1-10968-2504281056,1,1.92,809,cc4,al5,al2
18467-2504280630--32573-1-10968-2504281056,1,2.68,809,cc4,al2,al2
18467-2504280615--32385-1-10910-2504281126,1,2.52,797,cc4,al4,al4
18467-2504291324--32385-1-10910-2504291751,1,2.27,413,cc1,al4,al4
18467-2504291324--31679-1-10910-2504291751,1,2.27,460,cc1,al4,al16
18467-2504291134--32385-1-10968-2504291634,1,2.25,413,cc1,al4,al4
18467-2504291134--32385-1-10968-2504291634,1,2.35,413,cc1,al4,al4
18467-2504291324--32385-1-10910-2504291751,1,2.27,581,cc2,al4,al4
18467-2504290615--32385-1-10910-2504291105,1,2.52,608,cc2,al4,al4
18467-2504291134--32385-1-10968-2504291634,1,2.25,581,cc2,al4,al4
18467-2504291134--32385-1-10968-2504291634,1,2.35,581,cc2,al4,al4
18467-2504290745--32385-1-10968-2504291253,1,2.38,581,cc2,al4,al4
18467-2504290745--32385-1-10968-2504291253,1,2.35,581,cc2,al4,al4
18467-2504291720--32573-0-10968-2504292000,0,3.67,649,cc3,al2,al2
18467-2504290645--32573-0-10968-2504290929,0,3.73,527,cc3,al2,al2
18467-2504291329--32573-0-10968-2504291614,0,3.75,527,cc3,al5,al2
18467-2504291400--31722-0-10968-2504291634,0,3.57,596,cc4,al3,al15
18467-2504291940--31722-0-10968-2504292214,0,3.57,596,cc4,al3,al15
18467-2504291820--32573-1-10968-2504292326,1,1.92,549,cc4,al5,al2
18467-2504291820--32573-1-10968-2504292326,1,2.85,549,cc4,al2,al2
18467-2504291135--32573-1-10968-2504291916,1,1.92,549,cc4,al5,al2
18467-2504291135--32573-1-10968-2504291916,1,2.52,549,cc4,al2,al2
18467-2504301324--32385-1-10910-2504301751,1,2.27,413,cc1,al4,al4
18467-2504301324--31679-1-10910-2504301751,1,2.27,460,cc1,al4,al16
18467-2504300615--32385-1-10910-2504301105,1,2.52,413,cc1,al4,al4
18467-2504301134--32385-1-10968-2504301634,1,2.25,413,cc1,al4,al4
18467-2504301134--32385-1-10968-2504301634,1,2.35,413,cc1,al4,al4
18467-2504301324--32385-1-10910-2504301751,1,2.27,581,cc2,al4,al4
18467-2504300615--32385-1-10910-2504301105,1,2.52,581,cc2,al4,al4
18467-2504301134--32385-1-10968-2504301634,1,2.25,581,cc2,al4,al4
18467-2504301134--32385-1-10968-2504301634,1,2.35,581,cc2,al4,al4
18467-2504301400--32695-0-10968-2504301634,0,3.57,831,cc3,al3,al3
18467-2504301940--32695-0-10968-2504302214,0,3.57,1566,cc3,al3,al3
18467-2504301720--32573-0-10968-2504302000,0,3.67,527,cc3,al2,al2
18467-2504300645--32573-0-10968-2504300929,0,3.73,649,cc3,al2,al2
18467-2504301329--32573-0-10968-2504301614,0,3.75,527,cc3,al5,al2
18467-2504301100--32695-1-10968-2504301602,1,2.05,1110,cc3,al13,al3
18467-2504301100--32695-1-10968-2504301602,1,2.78,1110,cc3,al15,al3
18467-2504301015--32695-1-10968-2504301627,1,3.9,853,cc3,al15,al3
18467-2504301015--32695-1-10968-2504301627,1,2.03,853,cc3,al15,al3
18467-2504300900--32695-1-10968-2504301602,1,2.02,1110,cc3,al15,al3
18467-2504300900--32695-1-10968-2504301602,1,2.78,1110,cc3,al15,al3
18467-2504301445--32695-1-10968-2504302250,1,2.1,853,cc3,al12,al3
18467-2504301445--32695-1-10968-2504302250,1,2.85,853,cc3,al15,al3
18467-2504301015--32695-1-10968-2504301842,1,3.9,620,cc3,al15,al3
18467-2504301015--32695-1-10968-2504301842,1,2.03,620,cc3,al15,al3
18467-2504301400--31722-0-10968-2504301634,0,3.57,842,cc4,al3,al15
18467-2504301940--31722-0-10968-2504302214,0,3.57,1558,cc4,al3,al15
18467-2504300630--32573-1-10968-2504301256,1,1.92,549,cc4,al5,al2
18467-2504300630--32573-1-10968-2504301256,1,2.68,549,cc4,al2,al2
"18390-2508010910--31954,-31825-3-10968-2508012219",3,0.98,866,cc1,al10,al11
"18390-2508010850--31954,-31825-3-10968-2508012352",3,1.25,866,cc1,al10,al11
"18390-2508010850--31954,-31825-3-10968-2508012352",3,2.28,866,cc1,al14,al14
18467-2508011130--32385-1-10910-2508011534,1,2.23,807,cc2,al4,al4
18467-2508010600--32385-1-10968-2508011015,1,2.33,807,cc2,al4,al4
18467-2508010600--32385-1-10968-2508011015,1,2.25,807,cc2,al4,al4
18467-2508011320--32385-1-10910-2508011749,1,2.28,807,cc2,al4,al4
18467-2508010745--32385-1-10968-2508011215,1,2.25,807,cc2,al4,al4
18467-2508010745--32385-1-10968-2508011215,1,2.25,807,cc2,al4,al4
18467-2508011855--32385-1-10910-2508012338,1,2.35,807,cc2,al4,al4
18467-2508010655--32573-0-10968-2508010915,0,3.33,560,cc3,al2,al2
18467-2508011324--32573-0-10968-2508011544,0,3.33,672,cc3,al2,al2
18467-2508011655--32573-0-10968-2508011915,0,3.33,1168,cc3,al2,al2
18467-2508011640--31722-0-10968-2508011902,0,3.37,846,cc4,al3,al15
18467-2508010820--31722-0-10968-2508011042,0,3.37,846,cc4,al3,al15
18467-2508012000--31722-0-10968-2508012222,0,3.37,846,cc4,al3,al15
18467-2508010900--31722-1-10968-2508011320,1,1.98,804,cc4,al15,al15
18467-2508010900--31722-1-10968-2508011320,1,2.65,804,cc4,al15,al15
18467-2508011100--31722-1-10968-2508011522,1,2.02,804,cc4,al12,al15
